Minimum level:2
Runtime (sec):45.9392634000
Support network with minimum level
15 61
61 25
65 66
66 18
7 48
7 10
48 9
47 65
47 15
1 27
27 51
53 54
53 43
54 56
43 16
51 17
17 21
25 52
25 6
52 33
37 1
29 38
38 20
19 30
19 35
30 71
35 29
35 46
49 12
12 69
4 50
4 41
50 8
41 34
69 45
45 31
67 70
70 73
24 68
68 14
60 42
42 40
34 7
33 26
26 49
9 60
59 40
40 11
18 53
36 28
28 22
71 23
71 74
23 4
74 72
73 16
16 5
46 44
44 55
31 39
31 32
39 13
32 18
21 57
56 62
62 67
0 2
0 37
2 3
2 19
72 59
58 24
22 58
64 22
20 63
63 47
63 64
57 36
55 36
