Minimum level:7
Runtime (sec):4.8760489000
Support network with minimum level
61 69
69 79
75 76
76 32
41 36
36 29
26 42
42 18
31 37
31 19
37 43
19 75
19 20
43 61
43 70
70 44
79 80
80 32
23 39
39 40
18 51
51 84
66 48
48 62
81 48
55 82
82 66
40 56
56 14
15 2
15 30
2 27
2 17
30 16
49 50
50 9
35 41
62 58
1 67
1 6
67 5
6 47
6 73
53 83
53 24
83 54
24 11
9 25
25 68
71 1
20 72
72 18
5 13
5 63
63 21
44 77
60 44
58 34
34 16
33 10
77 33
77 78
78 74
21 45
45 59
65 49
27 31
27 28
17 38
68 12
47 35
47 55
28 57
0 15
29 65
29 26
46 64
64 8
54 22
22 4
84 52
59 60
74 53
73 74
52 46
38 3
32 71
16 52
4 81
4 7
57 23
