Minimum level:4
Runtime (sec):0.0911384000
Support network with minimum level
87 6
5 88
5 70
88 9
70 90
69 31
31 32
9 14
9 63
63 28
93 11
60 94
94 52
18 37
37 22
96 80
80 50
79 68
68 10
78 68
56 53
53 57
58 40
40 16
91 92
92 64
28 30
95 96
49 42
42 24
41 2
2 4
89 61
61 43
90 62
46 51
51 86
16 84
84 13
83 76
76 7
4 18
32 20
3 39
39 67
39 91
65 54
54 34
48 66
66 79
20 3
24 20
43 45
43 36
45 44
36 26
17 33
33 23
62 27
0 19
0 35
19 81
19 17
35 41
35 89
25 47
47 48
64 75
1 93
23 1
23 25
34 77
77 29
27 59
38 8
67 5
67 78
29 46
75 12
75 83
44 82
82 30
81 21
21 49
22 15
15 58
55 56
55 95
73 74
74 72
71 60
30 16
26 69
59 85
59 71
86 87
52 72
72 50
85 55
50 38
57 65
57 73
