Minimum level:4
Runtime (sec):365.1999281000
Support network with minimum level
45 67
67 46
21 22
21 27
22 75
27 61
33 10
10 12
61 62
61 35
62 34
35 2
59 60
59 81
60 26
81 3
2 17
17 59
77 24
24 79
64 78
78 74
79 28
28 4
5 80
80 36
57 42
57 71
42 82
71 72
50 40
40 16
74 40
54 32
32 68
31 64
63 38
38 36
37 44
44 14
43 16
16 11
56 50
51 52
52 47
41 65
41 57
65 58
75 23
19 9
72 45
58 66
66 54
23 77
46 20
20 34
0 21
0 41
73 7
7 30
7 19
68 1
34 6
39 76
39 29
76 51
29 5
18 39
3 18
82 73
70 13
30 33
26 31
47 63
49 48
48 70
69 56
36 8
53 54
6 15
6 49
25 55
25 37
55 69
55 53
15 25
15 43
