Minimum level:3
Runtime (sec):0.4951581000
Support network with minimum level
23 53
23 61
53 64
61 74
73 37
37 67
74 51
79 80
80 62
46 76
76 62
63 77
77 48
64 24
34 54
54 16
25 1
25 26
1 27
1 49
26 28
19 20
20 59
55 72
72 56
71 39
39 86
58 14
0 19
0 25
44 78
78 23
48 24
47 89
89 17
87 63
40 88
88 15
50 38
38 65
27 73
16 18
18 12
69 18
62 70
70 58
82 22
22 83
51 52
52 42
17 40
86 13
85 60
60 50
49 55
66 8
24 71
7 31
7 10
31 43
10 11
10 90
43 47
43 44
35 36
35 82
36 32
81 57
57 3
28 2
65 66
75 79
11 68
90 34
67 5
5 45
5 35
68 87
83 84
83 75
84 30
30 46
29 30
56 32
32 29
45 7
15 41
15 9
33 69
2 4
2 21
21 81
41 42
42 33
59 6
59 85
