Minimum level:2
Runtime (sec):0.1814153000
Support network with minimum level
40 44
44 62
43 25
25 84
0 59
0 49
59 2
49 24
2 27
2 65
48 60
60 69
36 4
4 81
23 15
15 66
24 17
61 50
50 71
62 22
56 37
37 38
51 35
35 36
41 52
52 43
71 42
42 6
82 72
72 56
53 11
53 54
11 70
54 28
38 64
84 76
83 80
80 46
45 53
81 9
39 40
39 61
18 68
68 31
79 83
46 22
21 33
33 23
64 12
22 55
57 34
57 58
34 41
58 20
66 5
65 39
78 36
47 48
31 32
32 51
77 74
74 75
30 78
27 21
17 47
17 73
28 7
19 28
20 29
69 1
1 3
70 13
29 16
16 18
26 30
6 8
6 19
76 26
75 14
73 67
73 77
67 79
55 10
55 63
5 45
5 57
63 82
