Minimum level:2
Runtime (sec):18.5757105000
Support network with minimum level
44 36
36 9
35 36
56 18
18 38
28 5
47 49
49 48
69 24
24 8
55 70
70 16
68 56
37 59
59 27
38 58
21 25
25 61
67 68
34 28
27 62
17 60
60 1
45 46
46 35
63 30
30 23
50 64
64 20
4 7
4 73
73 37
58 40
57 47
71 53
53 44
8 72
8 21
72 43
43 12
51 54
54 50
20 52
52 48
16 4
41 42
42 32
62 34
61 22
22 14
11 13
29 41
29 45
6 10
6 15
15 55
15 71
31 63
32 66
40 11
65 40
66 74
3 6
3 39
39 31
39 65
0 2
0 26
2 29
2 19
26 51
23 69
23 67
48 33
74 57
33 17
19 3
