Minimum level:1
Runtime (sec):0.0729616000
Support network with minimum level
43 27
27 53
27 59
45 44
44 8
23 46
46 24
21 22
22 24
1 18
18 6
75 76
76 16
72 50
50 48
6 33
6 29
33 65
33 35
29 36
54 20
20 13
35 36
36 70
60 30
30 54
78 74
74 55
73 23
65 34
48 43
15 66
66 57
34 5
31 62
62 32
61 38
38 3
39 40
40 21
55 63
63 68
67 12
68 64
53 56
53 19
56 54
19 14
24 71
17 7
77 78
41 42
41 49
42 4
49 15
49 75
5 52
47 45
47 72
71 1
16 31
57 58
58 9
52 25
51 37
37 39
37 77
32 67
4 32
25 26
26 11
64 10
2 61
2 69
69 51
0 73
0 2
70 41
28 60
59 28
3 17
3 47
