Minimum level:1
Runtime (sec):70.7495766000
Support network with minimum level
22 9
63 19
19 23
75 64
64 41
53 76
76 54
58 42
42 4
41 55
0 45
0 59
45 1
45 73
59 46
37 25
25 60
31 38
38 32
51 52
52 33
74 20
20 17
67 43
43 44
70 68
68 8
44 13
72 31
62 24
24 5
55 58
1 61
1 6
61 71
6 27
6 37
35 12
29 36
36 57
47 48
48 30
54 65
23 75
23 49
73 74
46 2
60 30
49 50
50 67
65 18
18 16
4 66
66 69
21 22
57 26
26 21
7 56
56 29
39 28
39 40
28 14
40 72
2 53
27 39
27 51
17 7
32 34
15 63
15 3
33 15
34 47
71 62
16 62
69 10
30 70
5 11
5 35
