Minimum level:5
Runtime (sec):0.4676830000
Support network with minimum level
72 54
54 30
45 46
46 15
2 55
55 43
55 56
66 53
53 59
53 72
43 35
43 44
56 20
19 2
49 6
49 50
6 31
50 10
31 32
34 12
36 26
26 74
15 27
27 37
63 73
63 64
73 57
64 47
3 38
38 49
37 28
28 22
29 62
62 30
61 8
30 7
7 11
52 34
51 34
32 52
44 70
70 16
69 45
35 63
35 71
11 17
17 13
21 61
21 29
68 58
58 14
39 40
40 18
59 75
59 42
75 60
42 36
25 76
76 1
60 24
23 25
0 19
0 65
65 23
65 66
20 48
57 41
41 33
67 68
33 4
33 51
71 67
48 9
24 16
18 3
22 18
47 5
74 22
1 69
1 21
16 39
