Minimum level:2
Runtime (sec):34.9379396000
Support network with minimum level
40 69
69 70
69 2
10 15
15 59
15 67
55 56
55 51
56 65
51 27
24 9
9 38
22 28
28 8
27 36
36 60
35 68
68 4
67 14
32 18
18 12
58 18
43 53
53 44
49 50
49 34
50 42
34 19
33 30
30 58
38 11
70 38
42 26
47 48
48 29
16 48
23 52
52 24
61 62
61 5
62 55
5 25
5 63
29 33
17 45
45 46
45 6
31 32
46 3
63 7
7 10
19 64
64 43
65 66
65 13
66 37
0 41
41 1
41 47
59 16
60 31
20 54
54 24
44 20
39 40
2 35
2 23
21 39
25 22
26 21
57 61
1 57
1 49
37 17
