Minimum level:2
Runtime (sec):17.0323454000
Support network with minimum level
7 12
7 11
11 33
33 59
59 60
74 50
50 34
25 23
25 47
23 75
23 31
47 73
47 61
54 76
76 5
75 24
24 48
21 17
17 28
0 2
0 1
2 51
2 25
34 13
72 22
22 16
57 58
58 49
67 68
68 15
19 41
41 52
41 39
51 57
52 67
39 53
4 6
53 54
63 64
64 40
71 72
73 26
26 18
69 74
3 70
70 7
65 44
44 20
29 66
29 21
66 30
61 48
49 69
43 65
27 38
38 62
28 32
40 42
45 46
46 36
32 71
35 63
36 20
16 3
42 4
62 56
56 60
55 43
15 29
18 37
60 30
30 9
37 55
37 14
20 8
31 45
31 19
5 27
5 10
48 35
