Minimum level:3
Runtime (sec):153.0964742000
Support network with minimum level
20 34
34 16
33 70
70 67
69 44
44 47
23 39
39 22
19 61
61 25
22 55
53 40
40 63
3 54
54 13
49 30
30 27
74 50
50 24
43 15
43 69
15 33
15 19
46 36
36 10
75 36
56 76
76 42
2 37
2 6
37 5
64 68
68 65
67 16
16 35
47 32
41 59
41 75
59 60
26 11
17 21
17 1
21 23
21 31
1 4
0 2
25 20
60 26
48 46
71 72
72 28
27 14
8 57
57 58
57 41
58 43
42 74
73 56
51 52
52 12
18 52
32 53
31 28
24 18
45 48
28 45
66 29
29 49
29 51
65 38
35 17
35 71
9 62
9 66
62 24
38 3
55 9
55 73
63 64
5 8
5 7
