Minimum level:5
Runtime (sec):21.8456467000
Support network with minimum level
16 76
76 11
75 62
62 26
61 13
73 27
27 4
38 74
74 79
3 5
5 53
17 18
17 9
18 46
33 21
21 49
21 71
15 34
15 17
34 70
67 63
63 41
59 68
68 40
0 60
0 19
60 2
19 23
19 1
28 66
66 16
65 3
80 72
72 64
41 56
49 50
71 35
71 80
52 75
55 29
29 78
29 8
56 42
51 52
51 31
31 24
26 30
25 38
45 46
46 54
37 73
37 45
40 33
64 58
58 69
57 14
79 77
42 22
22 7
35 36
36 44
50 32
4 15
4 39
39 10
39 59
32 28
24 28
2 12
12 67
12 61
77 65
78 30
23 43
23 51
1 48
43 20
20 47
48 37
47 25
53 55
54 40
70 16
44 6
69 44
30 57
