Minimum level:1
Runtime (sec):27.7436713000
Support network with minimum level
19 39
39 31
39 47
75 76
76 20
50 24
24 68
68 60
67 50
49 18
18 38
56 18
38 11
37 58
58 71
57 29
29 30
53 46
46 44
43 54
54 41
30 64
64 8
63 61
61 27
7 45
7 57
45 40
45 53
0 2
2 3
2 55
51 52
52 1
26 16
16 9
1 75
1 43
27 65
23 62
23 17
62 67
17 14
35 7
69 42
42 36
31 70
31 26
70 32
25 72
72 22
71 51
65 66
55 56
47 48
48 4
40 37
22 36
21 73
73 74
59 10
60 13
9 21
74 49
66 12
32 28
15 5
15 19
5 35
41 69
41 33
33 34
34 25
44 23
3 6
3 15
28 59
20 30
36 63
