Minimum level:4
Runtime (sec):7.4152533000
Support network with minimum level
68 48
48 26
47 20
20 39
75 76
76 50
46 76
45 4
45 57
4 32
4 71
57 59
0 2
0 1
1 69
1 61
31 23
23 24
23 47
32 8
71 77
51 29
29 33
25 52
52 56
41 34
34 66
11 42
42 14
59 46
63 60
60 40
43 64
64 16
67 44
44 31
18 68
73 7
37 74
74 62
3 38
3 43
38 67
24 51
62 30
30 28
33 36
36 41
35 45
17 6
6 9
6 37
78 18
39 5
40 28
26 58
58 22
19 75
19 15
15 55
15 73
77 65
27 72
27 19
72 63
28 54
54 25
53 17
65 49
49 27
66 26
16 21
70 16
69 35
55 70
56 78
22 10
21 53
50 13
10 12
10 11
61 3
