Minimum level:2
Runtime (sec):0.4521222000
Support network with minimum level
65 6
72 66
66 36
24 10
19 21
19 29
21 46
29 20
1 57
1 42
57 35
42 7
41 4
4 73
64 60
60 34
74 60
58 40
40 72
59 40
63 64
34 19
36 52
35 37
37 38
53 47
53 54
47 51
54 26
25 56
56 12
55 18
18 61
43 44
44 22
11 17
17 14
26 74
73 9
62 38
38 8
76 32
32 62
3 5
3 65
70 3
2 41
51 48
48 75
52 30
33 39
33 28
39 63
39 71
28 24
49 69
69 50
61 13
20 43
30 11
67 68
68 58
50 2
75 70
31 76
31 49
46 22
22 55
7 25
7 16
16 59
27 33
71 53
45 15
15 67
15 23
0 1
0 45
23 27
23 31
