Minimum level:3
Runtime (sec):121.9763117000
Support network with minimum level
56 58
58 38
57 36
36 64
75 76
76 24
28 76
61 8
80 62
62 20
38 61
37 48
48 80
47 34
34 39
33 25
25 26
49 63
63 77
63 50
53 30
30 28
41 54
41 31
54 42
31 72
31 59
39 27
39 68
27 65
68 70
67 1
1 5
1 6
4 73
73 23
26 45
55 56
42 16
16 10
72 69
69 70
32 19
19 20
6 29
64 44
77 78
78 22
18 78
45 35
45 46
35 60
35 75
46 28
23 17
17 37
17 41
59 47
60 18
50 74
74 51
40 66
66 21
65 66
51 52
51 71
52 53
71 33
29 49
29 57
70 43
43 40
3 12
3 11
21 15
15 79
15 9
22 13
20 14
24 7
44 32
7 55
79 42
2 3
2 4
0 67
0 2
