Minimum level:5
Runtime (sec):0.4881171000
Support network with minimum level
82 18
18 24
81 18
27 82
67 28
28 43
22 68
68 79
62 40
40 85
39 72
72 20
71 76
76 4
75 26
26 62
2 5
66 60
60 73
59 10
55 53
55 56
53 54
56 15
1 25
25 57
25 45
47 69
47 2
69 70
70 46
46 71
15 65
65 66
16 86
86 34
85 48
48 19
45 23
23 29
57 75
29 3
29 30
3 7
3 17
30 78
54 38
37 11
11 35
4 59
4 39
73 37
79 74
74 31
83 84
84 80
38 33
63 21
63 64
21 55
21 81
64 67
35 61
61 62
50 36
36 80
20 41
52 20
32 16
24 47
7 77
17 8
17 63
43 14
43 44
44 83
41 42
51 6
51 52
33 50
49 51
78 22
42 32
77 12
19 49
31 9
80 34
0 1
0 58
58 27
34 13
