Minimum level:3
Runtime (sec):0.1778549000
Support network with minimum level
60 25
25 21
39 2
2 71
2 4
49 40
40 1
74 50
50 20
1 75
1 70
34 49
9 97
9 24
97 45
24 26
83 84
84 34
73 74
35 57
57 58
77 81
77 56
81 98
56 89
55 53
53 44
45 88
98 78
21 82
82 51
44 23
95 54
54 86
62 96
96 41
4 17
4 16
17 63
16 59
15 43
43 85
43 55
28 94
94 6
93 65
65 5
23 47
23 83
27 95
27 28
75 76
76 66
19 48
48 31
47 77
61 19
31 62
26 32
32 79
72 36
36 27
58 22
37 38
38 92
51 80
80 52
79 30
30 42
29 46
46 18
88 35
87 10
78 26
70 93
69 60
59 8
8 87
8 9
64 68
68 3
67 33
33 7
33 73
22 34
0 39
6 11
6 61
91 29
92 67
66 12
63 15
18 69
89 72
52 90
90 42
71 64
85 91
86 37
41 20
20 14
42 13
