Minimum level:2
Runtime (sec):35.4187816000
Support network with minimum level
64 16
16 46
65 66
66 33
25 18
18 38
17 1
1 4
63 17
5 64
5 9
9 21
55 5
43 56
43 39
56 44
39 40
39 51
67 6
6 45
31 68
31 37
68 28
37 61
4 27
4 55
19 20
19 67
20 28
54 19
45 46
51 52
51 35
52 58
35 36
32 29
29 30
46 10
41 25
22 42
42 54
0 63
61 32
21 62
21 22
62 15
36 2
30 49
23 12
38 47
44 38
60 34
34 13
27 31
27 43
58 59
59 14
33 26
26 70
47 48
47 7
48 60
2 41
49 24
24 69
40 50
50 65
15 23
57 58
69 8
28 3
53 57
53 11
70 53
