Minimum level:2
Runtime (sec):13.4585348000
Support network with minimum level
35 33
33 21
71 72
71 6
72 70
56 47
47 76
62 34
34 39
76 48
75 1
1 11
1 79
66 46
46 30
45 57
57 43
19 5
5 10
23 20
20 4
73 74
74 80
52 40
40 19
21 22
55 56
55 51
51 50
27 35
27 41
41 42
49 9
49 53
53 54
17 23
37 26
26 63
80 38
38 24
3 77
77 25
67 68
67 59
68 62
59 2
70 36
69 78
78 62
25 37
44 32
32 36
22 67
61 69
48 14
29 66
65 31
31 49
7 13
54 16
50 44
39 52
63 18
63 64
18 73
64 60
36 58
30 28
42 71
0 75
0 61
60 65
79 27
16 24
15 3
4 7
28 8
2 15
2 45
58 12
43 17
43 55
24 29
