Minimum level:2
Runtime (sec):5.6613211000
Support network with minimum level
37 3
37 68
3 70
68 38
67 30
30 24
27 46
46 28
45 69
69 40
54 48
48 74
47 45
58 52
52 67
29 17
17 1
50 72
72 18
71 66
66 44
43 55
55 19
28 49
49 7
49 50
1 4
1 37
41 59
59 42
25 26
25 9
26 6
51 41
57 58
36 22
22 16
24 12
10 38
38 11
16 51
70 31
40 53
39 10
31 5
64 34
34 32
4 33
4 35
65 71
35 36
35 61
61 63
18 54
53 25
63 62
19 65
60 20
20 8
33 64
33 15
8 47
62 42
15 21
15 43
6 23
6 73
23 14
23 27
73 56
74 13
56 32
21 57
32 18
44 60
42 39
0 29
0 2
