Minimum level:3
Runtime (sec):63.8370019000
Support network with minimum level
18 76
76 57
75 22
22 18
16 22
29 23
23 59
77 54
77 78
54 30
78 41
0 1
1 3
1 4
59 60
37 24
24 40
42 38
38 75
20 68
68 8
67 5
53 9
53 77
41 61
61 47
51 52
51 37
52 56
2 27
2 31
27 33
27 55
31 30
57 70
34 74
74 28
73 36
36 67
30 36
33 63
63 64
45 34
48 46
46 25
70 32
32 6
15 10
15 16
10 51
10 79
60 11
79 80
80 72
56 80
44 58
58 20
69 53
26 64
64 29
28 42
62 19
19 44
35 73
35 65
65 2
72 42
71 62
47 39
12 71
12 14
21 45
21 43
43 48
25 66
66 49
39 35
49 50
50 13
55 26
3 21
3 17
17 7
40 12
7 69
7 15
