Minimum level:2
Runtime (sec):132.5154834000
Support network with minimum level
5 7
7 71
75 76
75 57
76 21
57 59
12 13
69 70
70 74
35 36
35 31
36 1
31 32
62 18
18 64
73 74
74 14
1 15
1 5
68 34
34 4
51 34
28 52
52 9
59 72
59 27
27 58
58 35
67 68
32 42
42 33
44 30
30 56
33 38
38 51
55 56
56 16
60 66
66 28
65 47
47 49
47 67
16 10
61 62
17 46
46 24
45 25
25 19
39 12
64 40
40 43
43 44
43 53
48 32
63 26
26 73
19 11
9 20
9 45
20 17
2 29
2 63
29 75
71 41
41 65
72 60
22 60
49 48
37 50
37 55
50 61
21 22
53 54
53 3
54 8
0 2
0 23
23 69
15 37
15 6
24 39
