Minimum level:3
Runtime (sec):10.5995253000
Support network with minimum level
25 29
25 26
29 24
26 41
59 64
64 60
63 42
42 54
41 35
35 53
0 55
0 17
55 2
17 1
3 7
3 15
7 23
15 8
32 4
4 27
4 19
54 31
53 72
72 46
71 36
36 16
69 65
69 70
65 52
70 20
11 56
56 13
2 39
2 63
39 59
39 40
40 20
19 47
47 45
22 30
30 11
24 76
46 24
75 25
75 78
78 76
77 75
45 57
57 16
1 3
1 34
44 18
18 49
38 28
28 44
61 28
21 62
62 10
74 22
34 37
51 67
67 69
67 68
33 51
33 43
43 66
50 21
23 12
23 33
73 74
49 71
31 50
37 32
37 38
60 73
20 48
48 52
68 48
27 5
27 61
52 14
66 77
16 6
76 58
58 9
