Minimum level:2
Runtime (sec):0.0178946000
Support network with minimum level
32 25
25 42
17 8
17 24
24 62
23 53
53 57
20 48
48 60
47 46
46 1
40 46
73 21
21 59
21 3
63 74
74 64
42 40
55 65
65 61
64 54
66 23
62 18
18 72
54 18
16 11
11 14
45 29
45 47
29 73
57 58
6 41
41 56
30 22
22 10
58 13
37 36
36 9
72 38
38 16
34 27
27 30
51 52
52 20
49 50
50 19
70 26
26 33
56 66
61 76
76 62
75 35
35 37
35 71
43 44
44 17
4 15
15 67
15 7
71 43
19 31
31 45
31 32
0 2
2 39
2 49
60 4
59 34
33 28
28 55
67 75
7 70
7 68
68 12
69 5
39 63
39 51
3 6
3 69
