Minimum level:3
Runtime (sec):3.7629380000
Support network with minimum level
18 54
54 72
53 26
26 74
25 26
22 18
58 16
16 8
42 16
49 2
2 15
2 14
19 50
19 5
50 20
72 31
31 66
31 60
38 52
52 13
51 40
40 38
39 28
28 19
70 28
0 25
0 33
33 63
20 42
41 59
59 37
68 30
30 39
27 51
45 1
1 3
1 4
48 46
46 23
32 61
61 62
74 70
69 36
36 29
35 53
65 12
66 32
60 24
37 67
37 69
67 47
67 73
47 57
73 68
3 7
57 58
44 48
4 6
4 55
6 71
55 35
62 11
71 17
63 21
21 45
21 41
8 64
8 10
64 9
17 65
15 27
23 56
56 34
29 22
29 43
43 44
34 24
24 49
