Minimum level:3
Runtime (sec):2.4773491001
Support network with minimum level
23 41
41 24
21 22
21 55
22 70
55 56
53 25
25 77
25 50
27 54
54 28
56 42
95 88
88 96
96 62
60 26
26 24
39 26
63 64
64 40
28 39
89 67
67 94
59 90
59 9
90 60
9 33
9 27
1 61
1 35
61 4
61 85
35 37
4 79
4 84
79 17
84 10
83 82
82 30
81 12
12 51
12 20
71 8
71 72
72 14
91 92
92 58
57 43
43 87
43 75
48 19
19 71
24 52
42 11
40 13
37 47
5 36
36 16
68 48
18 15
15 76
46 6
70 29
29 81
29 83
76 63
77 49
49 23
50 78
78 60
65 31
31 69
85 66
66 62
75 86
86 45
16 7
62 80
52 2
2 5
30 44
44 32
94 68
93 65
0 1
0 34
34 73
33 38
38 53
47 74
73 21
74 3
87 93
87 95
32 18
69 59
45 89
51 40
20 91
17 57
80 30
58 46
