Minimum level:2
Runtime (sec):23.4026353000
Support network with minimum level
39 37
37 58
55 44
44 40
75 56
56 42
35 76
35 45
76 36
45 46
38 60
60 5
59 12
74 38
58 67
57 34
34 47
46 20
65 66
66 24
23 15
15 31
15 19
22 64
64 2
63 72
72 74
71 14
70 68
68 24
67 13
42 30
30 28
21 52
52 63
51 52
40 6
0 23
61 62
62 22
73 32
32 22
77 1
1 69
1 3
49 78
78 50
20 50
41 77
41 75
43 55
3 26
26 21
24 16
16 51
47 59
9 48
9 71
48 39
50 27
31 73
31 41
19 17
28 61
53 10
10 29
10 57
4 54
54 25
17 18
18 8
69 70
69 33
33 35
33 65
27 4
36 49
25 7
25 43
8 53
8 9
29 11
