Minimum level:2
Runtime (sec):0.1213580000
Support network with minimum level
20 72
72 37
71 2
2 17
2 77
84 49
49 81
70 62
62 21
18 62
61 5
5 10
5 9
69 70
31 32
32 43
43 18
21 44
44 19
30 22
22 56
73 53
73 74
53 23
53 54
74 31
25 38
38 26
41 50
50 42
81 57
17 15
17 24
77 3
45 12
45 67
67 76
56 20
55 63
63 64
27 59
59 28
58 16
16 60
36 6
6 7
6 8
78 33
33 27
15 79
24 25
39 40
40 52
37 41
4 45
83 84
46 36
51 55
52 13
68 83
19 51
64 4
29 30
29 47
47 71
47 65
42 58
1 42
80 78
79 80
3 82
54 34
34 69
57 58
82 46
75 48
48 66
76 46
35 68
28 73
60 14
66 35
65 75
23 39
23 61
0 29
0 1
26 11
