Minimum level:2
Runtime (sec):18.2951880000
Support network with minimum level
21 19
19 15
19 45
59 22
22 35
74 60
60 44
0 2
0 1
2 25
1 16
5 41
41 53
65 66
66 24
25 26
25 5
26 3
23 21
51 52
52 24
45 20
20 56
58 46
46 44
30 36
36 40
73 74
43 33
33 48
54 68
68 51
67 8
8 12
8 63
38 34
34 57
72 34
44 9
49 4
49 62
4 10
62 50
61 28
28 67
27 69
69 14
31 32
32 50
48 30
63 59
57 64
57 58
64 13
10 27
47 39
39 70
70 38
15 37
15 29
37 47
37 17
29 55
29 31
24 43
35 73
35 71
71 72
71 11
40 7
53 42
17 18
18 61
16 54
42 23
55 49
56 65
50 6
