Minimum level:3
Runtime (sec):65.2097992000
Support network with minimum level
74 58
58 34
61 58
75 62
62 52
52 76
76 68
35 77
35 51
77 78
51 75
51 31
5 10
10 64
10 28
53 26
26 9
47 54
54 16
37 48
48 65
59 38
38 46
23 60
60 72
31 32
31 49
32 18
49 42
67 61
68 22
25 53
25 27
27 44
34 24
72 34
55 11
39 56
56 70
41 23
42 25
2 50
2 7
50 78
33 67
33 47
46 55
45 20
20 24
73 74
57 41
6 12
6 59
15 33
15 19
19 73
18 2
21 22
22 69
28 45
29 4
4 5
17 30
17 71
30 57
71 15
78 8
64 36
36 43
24 14
69 6
65 66
65 39
66 40
63 1
1 29
1 3
44 21
43 17
16 37
70 40
40 13
0 35
0 63
