Minimum level:2
Runtime (sec):90.3334301000
Support network with minimum level
46 73
73 67
49 59
59 60
59 9
37 50
50 52
27 38
38 28
75 76
75 70
76 63
70 6
29 37
35 65
35 51
65 66
51 10
51 57
28 26
26 7
6 24
24 17
63 64
64 22
17 62
62 18
61 41
41 42
41 31
67 68
67 69
68 74
74 18
18 47
43 55
55 27
77 78
78 44
69 75
31 11
23 32
23 35
32 45
45 43
10 33
10 61
33 56
47 5
47 48
48 22
21 14
25 53
53 79
19 20
20 40
42 1
40 72
39 46
12 25
44 30
66 29
30 21
72 13
71 23
56 12
80 34
34 4
58 15
15 80
57 58
54 36
36 8
4 77
60 19
22 16
16 54
79 80
52 30
2 3
3 71
3 49
0 2
0 39
