Minimum level:2
Runtime (sec):7.3879314000
Support network with minimum level
0 1
0 64
1 17
1 57
64 49
63 51
51 40
58 37
37 59
30 47
47 43
47 76
34 18
18 14
17 63
24 5
5 69
5 27
33 73
73 20
25 34
55 26
55 56
26 52
56 54
53 36
36 10
35 15
15 25
9 65
9 30
65 75
29 45
45 39
45 46
3 19
3 72
19 68
72 8
71 35
68 33
28 42
42 9
41 42
40 16
52 62
49 2
2 6
2 21
69 70
70 77
77 78
78 29
54 50
44 20
20 61
48 74
74 7
60 32
32 13
31 44
43 12
62 50
61 4
50 11
27 28
57 23
57 58
23 31
67 22
22 66
59 60
39 41
46 71
8 38
38 53
76 48
75 55
16 3
66 48
21 67
21 24
