Minimum level:2
Runtime (sec):4.3065349000
Support network with minimum level
72 40
40 24
39 30
30 14
73 74
74 32
54 74
15 65
15 62
65 37
65 66
62 52
61 2
2 21
11 77
77 78
77 83
27 28
28 31
78 18
83 84
58 22
22 19
71 72
21 47
21 58
37 26
66 52
51 27
35 43
35 38
43 36
38 39
26 59
29 73
45 9
45 46
9 63
46 17
84 20
17 13
41 5
5 23
5 10
50 48
48 69
63 55
55 56
42 64
64 8
49 41
47 50
81 82
81 80
82 16
80 51
79 71
16 7
59 16
24 60
60 70
25 29
18 34
86 18
23 45
23 25
70 44
69 76
76 42
75 33
33 79
85 3
85 86
3 49
57 61
19 85
20 53
32 67
67 6
56 11
36 15
44 42
34 54
68 35
53 81
31 68
0 1
0 57
1 75
1 4
52 12
