Minimum level:1
Runtime (sec):0.7512794000
Support network with minimum level
59 85
85 36
57 60
60 82
16 58
58 54
0 67
0 40
67 73
67 41
40 83
39 25
25 26
20 24
24 14
26 48
6 10
48 9
82 48
37 35
37 38
35 75
38 32
19 23
23 11
23 39
3 29
29 59
29 55
63 46
46 81
70 64
64 54
84 21
21 62
45 7
45 53
7 16
53 63
53 70
15 2
15 43
2 4
2 65
43 69
75 76
36 51
83 86
83 33
86 84
33 71
44 80
80 34
79 61
61 66
74 66
66 44
62 1
68 22
22 56
56 13
81 28
28 78
27 20
32 20
5 12
5 18
18 77
17 3
54 68
76 50
52 49
49 45
55 5
65 31
71 84
50 72
72 27
69 79
1 8
51 30
30 52
31 17
31 47
47 57
34 37
73 74
41 15
42 6
78 42
77 19
