Minimum level:3
Runtime (sec):480.5806763000
Support network with minimum level
56 28
28 12
61 62
62 39
81 82
82 68
31 69
69 70
69 45
41 47
41 57
47 42
57 64
42 26
26 17
73 74
74 44
27 42
53 54
53 80
54 48
80 38
79 49
49 50
35 77
77 33
19 36
19 79
36 43
1 4
1 59
4 23
4 27
59 3
3 14
50 24
38 20
39 41
17 40
40 5
71 72
72 18
76 32
32 22
25 1
25 73
60 30
30 10
16 30
78 71
33 19
45 46
46 75
75 76
70 34
29 60
29 65
65 58
21 78
20 22
58 8
8 16
37 53
37 51
51 52
34 9
52 66
55 56
10 11
43 44
63 25
64 24
66 7
22 18
6 55
6 21
23 81
23 67
0 63
0 2
18 29
67 35
68 13
15 37
15 31
24 15
44 61
48 6
