Minimum level:2
Runtime (sec):13.3028227000
Support network with minimum level
22 9
38 58
58 7
57 64
64 60
63 40
40 2
0 1
1 17
1 39
65 57
37 66
66 62
67 68
67 51
68 22
51 5
10 13
49 50
49 41
50 18
41 31
41 45
26 12
42 32
32 29
3 22
39 63
39 3
35 47
35 52
47 48
52 36
29 10
56 46
46 37
45 42
31 42
61 28
28 33
62 38
6 15
15 23
15 43
27 6
53 54
53 35
54 61
8 49
25 16
16 24
21 26
55 56
55 14
17 4
17 53
44 34
34 24
33 20
20 11
60 20
59 30
30 44
18 55
48 44
43 8
23 25
23 59
24 21
19 65
36 27
2 67
2 19
