Minimum level:3
Runtime (sec):4.7303886000
Support network with minimum level
64 22
22 41
21 88
88 38
87 80
80 39
15 51
51 49
51 62
65 73
65 91
73 76
91 92
59 17
59 65
17 37
17 7
16 23
23 19
23 24
74 48
48 70
81 82
82 29
53 82
68 54
54 44
49 18
62 52
61 50
50 83
18 55
35 89
89 36
52 74
42 52
25 71
25 16
71 79
33 34
34 46
4 77
77 6
78 8
79 87
19 72
72 20
28 26
26 9
2 75
2 15
75 58
76 60
58 61
57 2
40 47
47 81
47 67
90 64
63 40
56 40
43 13
43 68
67 53
92 42
86 42
3 59
94 78
38 11
93 43
93 94
6 25
6 45
46 20
20 5
41 33
24 14
10 93
83 84
84 85
36 60
39 90
55 56
55 63
32 66
66 69
85 86
45 46
44 28
27 57
29 21
70 30
30 10
37 32
31 3
69 35
0 27
0 1
1 31
1 4
60 12
