Minimum level:3
Runtime (sec):0.4325458000
Support network with minimum level
33 67
67 34
49 50
50 40
59 30
30 9
68 60
60 8
23 35
23 48
35 29
48 24
47 17
17 41
21 12
21 42
42 64
41 19
19 54
29 59
29 37
63 36
36 51
64 32
34 56
56 70
55 56
25 26
26 16
24 21
2 57
2 68
57 7
54 55
53 5
5 69
69 47
32 22
22 27
45 44
45 46
44 18
46 40
39 31
31 2
31 52
58 28
28 38
66 28
43 45
16 23
27 49
27 66
18 39
71 1
71 72
1 15
72 43
15 3
3 6
3 61
52 32
0 71
61 65
65 53
38 62
62 13
6 14
6 33
37 63
51 10
70 20
20 4
7 25
7 11
40 58
