Minimum level:5
Runtime (sec):0.410591300111264
Support network with minimum level
15 25
25 33
25 19
39 40
40 16
31 22
31 32
22 37
32 26
45 46
46 38
71 72
72 12
10 36
36 49
35 64
64 78
63 76
76 34
75 20
20 62
19 65
65 35
37 45
37 73
73 71
9 13
16 14
2 53
2 23
53 54
53 17
23 41
23 21
56 28
28 6
29 28
67 68
68 51
55 56
38 42
41 24
21 4
21 31
8 27
27 29
27 79
24 48
42 50
61 74
74 62
54 59
17 3
18 30
30 60
51 30
60 52
52 82
49 61
49 77
77 75
59 69
59 66
69 70
66 60
78 81
62 11
48 39
80 48
43 8
43 44
44 47
3 43
3 7
79 10
47 80
70 18
50 26
58 5
4 15
33 57
33 55
82 34
81 67
26 9
0 2
0 1
57 63
34 58
