Minimum level:4
Runtime (sec):0.7574960000
Support network with minimum level
59 79
79 80
69 38
38 18
53 70
70 2
66 64
64 54
1 85
85 83
30 22
22 4
61 87
87 58
35 62
62 13
58 44
68 88
88 26
63 5
5 42
5 86
65 66
55 56
56 43
42 78
86 8
83 3
83 84
60 10
44 36
43 21
21 26
78 74
77 78
49 20
20 60
45 50
50 46
31 40
40 32
36 12
84 23
23 24
27 65
27 48
48 28
47 53
71 19
19 77
80 72
3 69
34 47
73 55
74 57
76 46
46 7
16 63
81 9
9 35
9 39
54 82
82 28
28 31
72 32
39 25
39 45
57 61
75 76
75 34
37 41
41 73
41 59
7 11
7 27
26 30
15 71
15 16
24 52
29 33
33 67
33 75
32 6
2 81
2 51
51 49
67 68
52 15
0 17
0 37
17 1
25 14
18 29
