Minimum level:3
Runtime (sec):8.6479176000
Support network with minimum level
66 27
27 38
27 49
15 71
15 17
71 39
17 67
17 3
39 66
53 72
72 63
4 54
4 5
54 52
35 2
2 57
37 36
36 21
38 28
49 23
28 68
68 41
67 51
51 26
70 22
22 7
6 30
30 8
29 46
46 50
45 33
33 40
58 13
31 29
41 32
41 55
32 18
55 42
48 19
19 4
19 59
20 16
16 6
23 44
44 24
43 45
25 1
1 31
1 15
26 61
52 24
42 64
64 9
63 69
69 37
59 60
59 53
65 35
40 65
60 34
57 11
24 34
7 10
18 56
56 12
34 62
62 20
21 70
50 48
0 47
0 43
47 25
61 62
8 58
8 14
