Minimum level:2
Runtime (sec):29.4255471000
Support network with minimum level
31 85
85 51
61 62
62 10
72 30
30 20
43 4
43 81
4 57
81 82
81 89
94 6
6 15
6 34
56 52
52 18
73 74
74 64
63 46
46 18
17 16
16 44
29 61
26 68
68 50
71 68
69 72
78 70
70 84
15 29
34 13
79 80
80 90
23 11
41 47
41 42
47 49
47 83
42 2
0 41
84 93
83 48
48 28
35 36
36 59
49 77
77 78
64 92
92 78
91 73
20 14
19 67
19 60
67 75
67 40
60 3
59 76
76 66
75 71
50 65
51 91
51 32
32 64
27 45
45 58
45 63
9 25
9 26
25 87
87 88
87 12
24 17
1 5
93 94
88 24
3 37
37 8
82 19
38 39
39 54
57 9
28 22
40 86
54 31
53 35
86 69
90 27
89 44
44 7
33 79
22 38
65 23
18 1
66 56
21 43
21 55
55 56
2 21
2 33
58 53
