Minimum level:5
Runtime (sec):12.4444696000
Support network with minimum level
0 2
0 1
2 33
2 27
1 28
1 15
27 55
27 53
55 63
55 56
53 54
37 46
46 62
51 52
52 5
25 38
38 29
19 31
31 32
67 64
64 39
59 68
68 37
15 60
15 21
60 25
21 18
28 22
22 35
18 47
42 18
58 13
44 49
49 50
20 6
40 48
48 20
66 48
41 3
3 19
3 7
61 42
62 44
34 16
16 30
35 36
36 23
32 10
56 32
47 34
65 66
63 67
50 24
54 58
4 14
17 41
17 61
30 20
29 26
26 40
39 40
33 65
33 45
45 51
45 17
23 8
23 43
43 24
24 4
8 59
8 9
10 57
10 12
57 11
