Minimum level:6
Runtime (sec):0.0437796000
Support network with minimum level
36 64
64 17
63 84
84 16
83 74
74 34
43 44
44 67
47 91
91 48
93 65
93 94
65 66
94 26
39 40
40 75
69 70
70 22
49 85
85 89
75 24
10 12
12 14
12 13
66 11
6 20
20 39
48 37
55 92
92 62
77 30
30 32
73 78
78 83
16 58
51 45
45 46
61 52
52 41
62 56
17 29
17 55
29 9
29 77
35 61
35 3
90 42
42 79
2 15
15 49
15 63
19 25
19 31
25 82
31 51
31 93
34 8
53 43
53 54
54 73
71 72
72 59
4 71
67 96
26 23
82 6
81 35
33 53
33 87
87 2
87 88
88 60
37 76
76 28
24 27
0 1
1 4
1 95
56 18
18 5
68 18
58 56
22 36
96 22
95 81
32 50
50 68
89 86
23 69
60 38
59 19
38 36
41 90
86 80
79 57
57 21
80 46
46 28
27 33
21 47
21 10
28 7
