Minimum level:2
Runtime (sec):0.4061886000
Support network with minimum level
21 6
23 22
22 39
32 24
24 21
5 61
5 33
61 37
61 69
33 57
67 1
1 4
1 27
35 68
68 58
50 36
36 52
52 53
53 9
7 25
7 18
25 34
18 11
55 56
56 52
51 38
38 71
29 26
26 62
65 66
66 55
17 41
41 60
41 42
47 54
47 67
54 48
45 63
63 17
31 46
46 20
49 44
44 32
60 50
48 20
3 48
71 72
72 13
20 30
30 14
37 10
37 64
69 70
16 19
19 31
19 59
59 8
42 23
34 29
57 43
39 12
15 40
40 3
58 16
64 70
70 51
62 15
2 7
2 35
4 5
27 65
27 28
28 32
43 49
43 45
0 47
0 2
