Minimum level:5
Runtime (sec):0.0564366000
Support network with minimum level
52 48
48 56
27 30
30 59
29 45
45 9
45 72
54 17
17 42
15 27
15 78
78 16
77 57
57 2
57 58
41 69
69 7
42 18
75 76
76 43
73 74
74 54
35 36
36 10
43 44
44 50
72 46
46 26
19 6
50 20
20 5
47 14
47 52
51 80
80 54
79 65
65 66
0 39
0 31
39 67
31 77
67 79
67 68
68 56
55 53
53 35
53 75
22 8
8 32
60 24
24 38
61 62
62 33
32 29
9 23
9 11
23 70
4 55
4 61
71 1
26 28
25 47
40 41
33 73
33 34
34 40
3 63
63 22
37 51
38 18
2 15
2 3
58 12
70 49
7 25
7 37
66 50
59 4
49 60
64 21
21 71
16 64
28 13
56 28
18 19
