Minimum level:4
Runtime (sec):137.0446884000
Support network with minimum level
26 57
57 58
76 59
59 60
19 17
19 25
17 65
17 77
25 32
38 35
35 68
35 46
73 79
79 74
32 85
2 26
2 47
47 69
69 21
69 70
43 48
43 61
48 44
61 62
27 41
41 3
18 28
28 12
62 45
45 67
1 37
1 83
37 23
83 27
63 55
63 64
55 9
64 24
51 52
52 8
6 29
29 33
29 7
74 30
30 20
85 30
34 86
86 15
54 22
22 81
75 76
50 62
81 63
67 82
82 40
68 80
46 56
31 73
31 53
53 88
78 38
23 51
40 11
10 18
24 18
70 42
42 6
58 60
87 88
88 13
7 54
36 16
16 10
15 39
15 4
60 78
49 34
44 50
80 24
66 74
21 75
21 5
5 31
5 19
56 36
77 14
39 36
65 84
65 72
84 66
72 87
71 43
33 49
20 71
0 2
0 1
