Minimum level:4
Runtime (sec):93.4153812000
Support network with minimum level
21 13
15 22
22 3
59 48
59 60
48 44
60 45
31 36
36 33
71 72
72 30
4 25
25 27
73 63
63 64
81 82
81 59
82 74
49 81
18 50
50 10
33 39
39 46
30 14
17 55
55 18
9 16
9 11
16 12
44 17
76 44
1 47
1 41
47 49
47 7
41 26
56 24
24 34
23 61
61 66
27 42
27 29
26 20
42 67
29 65
80 38
38 78
52 38
78 6
70 80
79 80
66 32
46 62
62 40
40 15
51 52
53 54
54 34
64 75
19 69
69 56
75 23
75 76
43 58
58 9
57 58
37 70
37 8
3 5
3 77
5 43
5 57
77 68
2 4
2 51
74 28
28 21
65 79
65 31
68 53
32 35
35 71
0 1
0 2
20 37
34 20
45 73
67 19
