Minimum level:5
Runtime (sec):46.5719777000
Support network with minimum level
48 76
76 10
75 34
34 52
10 44
44 11
43 44
63 64
63 57
64 72
57 28
42 62
62 12
79 80
80 26
19 46
46 8
50 46
20 38
38 59
37 5
5 23
5 33
67 47
47 75
77 68
77 78
68 40
78 3
45 50
49 50
22 16
16 54
41 65
65 42
3 36
3 27
36 56
27 58
1 25
1 6
25 37
6 71
6 21
33 35
33 67
35 41
35 19
52 42
58 66
66 28
51 40
40 20
61 79
73 74
74 32
54 2
32 30
70 32
69 49
31 70
17 22
17 18
18 24
28 51
59 9
21 60
21 31
60 13
24 48
29 30
30 45
23 7
23 29
53 73
53 39
39 77
39 55
72 20
71 15
15 69
15 14
55 1
56 63
26 43
2 61
2 4
0 53
0 17
