Minimum level:8
Runtime (sec):43.1845249000
Support network with minimum level
37 43
37 17
43 83
17 8
86 36
36 10
55 36
87 88
88 56
76 34
34 42
94 92
92 76
91 92
54 68
68 18
52 60
60 86
59 42
42 30
26 53
53 75
75 22
85 54
41 5
5 35
5 90
47 48
47 50
48 67
50 56
69 70
70 44
83 84
31 33
33 63
33 87
22 41
93 7
29 94
29 25
25 20
32 62
62 30
61 81
81 19
28 16
16 18
44 16
18 13
35 89
89 55
73 74
74 37
71 72
72 52
20 58
1 26
1 6
63 64
78 71
79 14
79 80
80 44
12 79
19 29
19 11
2 4
2 51
4 77
4 24
51 73
49 69
49 28
27 82
82 93
8 9
84 57
46 38
38 78
39 15
39 40
15 23
15 49
40 64
90 27
56 85
64 65
58 32
77 21
24 61
23 2
0 45
0 39
45 46
45 1
65 3
57 66
66 47
30 12
21 31
67 59
67 91
