Minimum level:3
Runtime (sec):147.2951074000
Support network with minimum level
12 49
49 44
21 22
21 29
22 20
29 82
29 67
48 44
44 14
3 50
50 34
27 28
28 75
82 30
30 37
32 46
46 23
45 7
78 62
62 79
39 66
66 27
65 66
63 64
64 18
41 42
42 34
80 74
74 76
35 11
69 70
69 40
70 72
40 73
79 80
73 33
33 63
33 51
34 18
17 65
17 1
1 61
1 25
61 31
25 21
25 41
67 81
81 4
31 68
68 15
15 32
58 38
38 3
77 78
77 17
20 54
54 47
53 5
76 26
75 76
59 60
60 6
55 56
55 39
56 24
16 35
2 57
2 8
57 45
52 36
36 13
72 36
26 24
24 43
51 9
19 77
47 52
43 48
43 12
71 59
37 58
37 71
0 19
0 2
23 55
10 16
6 69
6 10
18 53
