Minimum level:4
Runtime (sec):0.1076513000
Support network with minimum level
66 45
45 37
45 73
18 49
49 8
25 12
25 62
62 85
63 64
64 58
57 22
22 29
75 76
76 24
37 89
89 90
10 14
77 78
78 54
52 30
30 26
42 70
70 84
90 70
24 61
61 55
61 63
73 74
19 5
5 43
43 20
20 79
87 88
88 44
8 48
48 9
74 38
38 16
29 31
31 11
91 52
3 92
3 19
92 59
47 41
47 87
41 28
55 39
39 34
85 56
56 36
59 86
86 60
67 68
68 53
69 66
16 46
46 10
60 83
44 32
83 44
84 77
79 7
23 51
51 91
51 2
72 80
80 40
7 57
7 15
50 13
82 42
81 82
28 1
0 71
71 23
71 72
58 47
35 58
36 32
40 26
17 27
27 35
27 3
15 25
21 75
21 17
53 6
54 33
2 65
2 67
65 69
65 21
32 81
34 4
33 50
26 18
