Minimum level:2
Runtime (sec):0.7053564001
Support network with minimum level
67 69
69 70
71 72
71 26
72 16
26 32
25 18
18 33
27 28
28 77
0 41
41 47
41 61
51 10
10 35
10 58
70 52
61 68
68 42
79 62
62 2
50 80
80 45
19 37
19 21
37 38
21 78
21 73
1 53
1 4
53 3
4 55
55 71
55 56
56 40
39 12
38 57
33 34
34 44
49 50
49 17
17 43
52 74
45 52
82 46
46 54
77 63
63 81
63 79
78 36
73 83
40 66
66 19
65 11
35 14
58 84
57 5
5 51
24 9
31 67
32 60
74 76
83 48
43 75
75 65
44 23
84 13
3 59
59 15
42 20
20 22
47 1
60 82
81 82
30 64
64 6
15 8
15 31
76 24
23 42
8 39
8 49
48 29
16 27
36 22
22 7
54 30
29 25
