Minimum level:2
Runtime (sec):0.3193629000
Support network with minimum level
72 10
6 8
8 49
8 37
21 22
22 76
44 16
16 17
57 69
69 24
37 58
37 48
58 38
48 13
47 6
51 47
82 70
70 52
85 5
85 86
86 9
15 80
80 57
79 54
54 71
1 56
56 53
55 51
52 66
84 52
76 7
75 67
67 28
61 3
3 15
23 62
62 19
24 36
81 82
25 30
30 26
59 60
60 34
38 23
68 65
65 18
78 44
89 90
90 18
87 88
88 74
73 78
77 87
41 11
49 42
42 31
74 50
50 12
32 68
28 32
29 39
39 81
39 40
66 74
9 41
9 84
64 4
63 61
63 64
43 73
83 55
40 21
27 29
45 46
46 89
19 20
19 85
20 27
0 35
0 2
35 1
2 33
2 59
33 83
53 63
53 79
18 14
36 25
31 77
34 45
26 75
17 72
71 43
