Minimum level:2
Runtime (sec):63.0203696000
Support network with minimum level
74 65
65 7
1 79
79 59
75 48
75 76
48 33
76 52
77 78
78 18
51 77
54 30
30 22
64 30
58 38
38 45
37 16
16 50
40 16
61 25
25 73
67 68
68 62
43 44
44 61
62 72
18 21
19 18
42 34
34 20
50 66
66 14
11 23
11 53
23 43
23 27
53 17
20 49
69 20
41 70
41 63
70 29
63 64
32 15
15 71
15 51
33 35
33 67
35 36
35 42
73 26
45 46
46 80
36 39
21 1
31 2
2 11
28 32
57 31
59 58
27 60
60 24
0 28
0 57
80 3
71 55
55 56
72 37
47 12
47 75
39 4
39 40
4 6
4 69
29 54
17 56
22 52
56 19
26 41
5 74
5 8
24 47
49 5
52 13
6 9
6 10
