Minimum level:4
Runtime (sec):0.5001227999
Support network with minimum level
50 88
88 65
87 78
78 56
77 70
70 6
73 74
74 36
58 74
92 76
76 62
75 77
62 49
49 90
15 83
15 33
83 91
33 59
33 39
1 53
1 46
53 66
46 8
45 32
32 1
0 85
85 41
69 73
91 84
84 16
35 92
36 7
63 25
25 89
67 68
68 64
34 22
22 14
55 19
55 87
19 63
19 27
56 20
65 66
66 54
71 44
44 24
80 72
72 64
47 81
81 82
81 10
16 48
48 17
86 40
40 45
31 26
26 60
8 16
61 28
28 34
30 28
2 37
37 55
17 18
18 3
54 42
41 57
39 86
39 35
23 43
43 13
43 71
24 38
51 11
64 52
52 9
27 79
27 15
7 12
7 51
42 80
79 30
29 67
21 2
21 61
3 75
3 5
5 29
5 23
89 31
90 50
20 58
57 21
60 47
59 4
82 69
38 50
