Minimum level:4
Runtime (sec):0.1428369000
Support network with minimum level
90 69
69 52
19 61
61 20
53 54
54 2
52 82
75 70
70 86
38 76
76 22
84 66
66 50
77 78
78 32
31 87
87 8
50 35
49 46
46 23
45 6
6 25
6 9
23 13
44 24
24 3
85 24
86 32
21 4
21 37
4 7
4 31
37 53
62 34
34 26
33 18
18 15
73 74
74 16
15 84
83 84
60 58
58 30
42 62
20 33
2 80
80 27
79 47
47 57
72 11
71 88
88 63
26 72
1 85
1 39
39 41
39 59
41 51
51 55
51 21
63 64
64 42
22 26
40 65
65 45
65 68
16 29
29 43
29 60
30 38
43 81
43 71
81 82
82 30
36 44
56 75
17 79
17 89
89 48
68 77
67 91
91 10
25 67
92 56
55 90
48 1
57 83
59 40
27 92
10 49
10 14
32 28
28 73
0 17
0 19
35 5
35 36
5 12
