Minimum level:2
Runtime (sec):60.9640378000
Support network with minimum level
22 9
9 23
36 38
38 59
54 38
40 44
44 36
43 69
69 75
46 40
75 76
76 52
51 31
31 60
42 62
62 66
61 14
23 13
67 68
67 1
68 61
1 35
1 37
10 27
10 15
27 57
27 11
15 70
15 73
17 33
17 51
33 18
35 63
63 64
73 74
73 25
74 3
25 56
26 34
34 19
18 65
2 17
39 43
39 29
29 71
37 72
37 45
71 77
47 48
48 53
64 2
52 46
77 78
72 54
45 4
53 67
21 41
41 22
78 26
49 50
50 58
60 42
19 24
24 8
55 20
20 5
56 12
4 49
4 32
32 10
59 21
28 16
16 6
70 16
66 55
65 66
58 30
30 28
57 58
6 7
0 47
0 39
