Minimum level:5
Runtime (sec):347.8939913000
Support network with minimum level
21 4
4 5
4 6
18 22
22 23
57 51
51 52
59 60
60 58
52 63
78 40
40 58
50 1
1 79
1 21
77 33
33 2
33 59
39 78
71 72
72 24
70 20
20 9
61 37
37 38
37 77
7 62
7 14
62 13
5 19
6 57
6 10
31 41
41 69
38 49
49 50
49 44
55 71
55 56
56 32
73 74
74 16
17 74
79 80
79 3
80 18
69 70
44 32
75 76
76 65
47 48
48 30
29 27
27 67
27 35
25 31
19 26
19 55
26 66
58 15
15 73
15 47
2 53
2 12
53 54
53 81
66 34
34 8
63 34
28 64
64 36
32 18
30 16
23 24
24 11
35 43
35 39
43 75
81 29
67 82
82 28
42 68
68 17
0 61
0 25
36 46
46 42
45 36
65 42
54 45
16 7
