Minimum level:4
Runtime (sec):1.0383715000
Support network with minimum level
4 15
4 69
15 65
15 58
69 30
2 7
91 92
92 70
81 82
82 44
9 56
56 50
75 76
76 48
30 20
70 66
26 80
80 78
79 81
6 10
47 32
32 42
48 26
21 73
73 18
62 24
24 22
51 27
27 23
27 28
18 52
52 46
65 57
58 89
57 90
90 35
89 33
33 17
17 83
17 38
83 29
38 63
37 31
31 60
31 41
0 1
1 49
1 19
59 74
74 8
60 47
41 42
22 6
61 62
67 68
68 71
42 9
20 16
16 5
87 16
40 88
88 54
78 13
77 91
50 14
72 84
84 36
29 75
29 87
63 45
63 64
45 21
64 2
25 43
43 77
71 61
34 72
46 25
55 12
55 79
19 3
49 4
23 67
23 39
28 37
35 86
86 36
85 11
39 85
39 53
53 54
54 59
44 40
36 40
66 34
5 51
5 55
