Minimum level:2
Runtime (sec):105.4924530000
Support network with minimum level
66 28
28 42
27 76
76 72
75 62
62 54
61 30
30 22
54 30
4 8
4 37
37 56
45 49
49 50
49 71
39 40
40 21
3 16
3 55
16 6
55 65
0 53
0 59
53 75
53 1
59 43
21 67
21 61
67 51
26 66
65 56
56 7
35 38
38 26
58 36
36 11
23 45
17 24
24 46
73 48
73 74
48 35
74 26
63 68
68 64
51 13
70 10
10 12
44 34
34 39
33 47
47 73
47 14
69 9
5 70
42 18
18 69
78 52
52 63
64 27
77 78
41 42
31 20
20 58
57 32
32 25
19 31
19 57
43 44
43 15
50 60
60 17
71 46
72 29
46 5
25 23
25 41
29 22
22 2
2 3
2 4
15 77
1 33
1 19
